datecollected,siteid,sampleid,basisofrecord,minimumdepthinmeters,maximumdepthinmeters,taxaname,taxanameid,samplingeffort,parameter,parameter_value,parameter_standardunit
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Cladostephus spongiosus,145888,0.25 m2,Coverage,2.5,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Dictyota dichotoma,145367,0.25 m2,Coverage,0.1,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Bangia atropurpurea,144423,0.25 m2,Coverage,0.1,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Bangia atropurpurea,144423,0.25 m2,Coverage,0.1,%
2005-03-25,M-LA11,M-LA11_20050325,HumanObservation,Intertidal,Intertidal,Falkenbergia rufolanosa,295877,0.25 m2,Coverage,0.1,%
2008-05-03,M-LA11,M-LA11_20080503,HumanObservation,Intertidal,Intertidal,Falkenbergia rufolanosa,295877,0.25 m2,Coverage,2.5,%
2011-04-20,M-LA11,M-LA11_20110420,HumanObservation,Intertidal,Intertidal,Falkenbergia rufolanosa,295877,0.25 m2,Coverage,15.0,%
2014-04-18,M-LA11,M-LA11_20140418,HumanObservation,Intertidal,Intertidal,Falkenbergia rufolanosa,295877,0.25 m2,Coverage,2.5,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Falkenbergia rufolanosa,295877,0.25 m2,Coverage,0.1,%
2011-04-20,M-LA11,M-LA11_20110420,HumanObservation,Intertidal,Intertidal,Gelidium pusillum,145590,0.25 m2,Coverage,0.1,%
2014-04-18,M-LA11,M-LA11_20140418,HumanObservation,Intertidal,Intertidal,Gelidium pusillum,145590,0.25 m2,Coverage,2.5,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Gelidium pusillum,145590,0.25 m2,Coverage,2.5,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Gelidium pusillum,145590,0.25 m2,Coverage,2.5,%
2002-05-25,M-LA11,M-LA11_20020525,HumanObservation,Intertidal,Intertidal,Gelidium sesquipedale,381396,0.25 m2,Coverage,0.1,%
2005-03-25,M-LA11,M-LA11_20050325,HumanObservation,Intertidal,Intertidal,Gelidium sesquipedale,381396,0.25 m2,Coverage,2.5,%
2008-05-03,M-LA11,M-LA11_20080503,HumanObservation,Intertidal,Intertidal,Gelidium corneum,145579,0.25 m2,Coverage,2.5,%
2011-04-20,M-LA11,M-LA11_20110420,HumanObservation,Intertidal,Intertidal,Gelidium corneum,145579,0.25 m2,Coverage,2.5,%
2014-04-18,M-LA11,M-LA11_20140418,HumanObservation,Intertidal,Intertidal,Gelidium spinosum,145594,0.25 m2,Coverage,0.1,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Gelidium spinosum,145594,0.25 m2,Coverage,0.1,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Gelidium spinosum,145594,0.25 m2,Coverage,0.1,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Gelidium pulchellum,145588,0.25 m2,Coverage,2.5,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Caulacanthus ustulatus,145606,0.25 m2,Coverage,2.5,%
2002-05-25,M-LA11,M-LA11_20020525,HumanObservation,Intertidal,Intertidal,Plocamium cartilagineum,145782,0.25 m2,Coverage,37.5,%
2005-03-25,M-LA11,M-LA11_20050325,HumanObservation,Intertidal,Intertidal,Plocamium cartilagineum,145782,0.25 m2,Coverage,15.0,%
2008-05-03,M-LA11,M-LA11_20080503,HumanObservation,Intertidal,Intertidal,Plocamium cartilagineum,145782,0.25 m2,Coverage,15.0,%
2011-04-20,M-LA11,M-LA11_20110420,HumanObservation,Intertidal,Intertidal,Plocamium cartilagineum,145782,0.25 m2,Coverage,2.5,%
2014-04-18,M-LA11,M-LA11_20140418,HumanObservation,Intertidal,Intertidal,Plocamium cartilagineum,145782,0.25 m2,Coverage,2.5,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Plocamium cartilagineum,145782,0.25 m2,Coverage,0.1,%
2002-05-25,M-LA11,M-LA11_20020525,HumanObservation,Intertidal,Intertidal,Mastocarpus stellatus,145650,0.25 m2,Coverage,0.1,%
2002-05-25,M-LA11,M-LA11_20020525,HumanObservation,Intertidal,Intertidal,Chondracanthus acicularis,145623,0.25 m2,Coverage,15.0,%
2005-03-25,M-LA11,M-LA11_20050325,HumanObservation,Intertidal,Intertidal,Chondracanthus acicularis,145623,0.25 m2,Coverage,2.5,%
2008-05-03,M-LA11,M-LA11_20080503,HumanObservation,Intertidal,Intertidal,Chondracanthus acicularis,145623,0.25 m2,Coverage,15.0,%
2011-04-20,M-LA11,M-LA11_20110420,HumanObservation,Intertidal,Intertidal,Chondracanthus acicularis,145623,0.25 m2,Coverage,2.5,%
2014-04-18,M-LA11,M-LA11_20140418,HumanObservation,Intertidal,Intertidal,Chondracanthus acicularis,145623,0.25 m2,Coverage,0.1,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Chondracanthus acicularis,145623,0.25 m2,Coverage,2.5,%
2002-05-25,M-LA11,M-LA11_20020525,HumanObservation,Intertidal,Intertidal,Chondracanthus teedei,145624,0.25 m2,Coverage,2.5,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Calliblepharis jubata,145614,0.25 m2,Coverage,0.1,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Hildenbrandia rubra,145712,0.25 m2,Coverage,0.1,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Hildenbrandia rubra,145712,0.25 m2,Coverage,2.5,%
2002-05-25,M-LA11,M-LA11_20020525,HumanObservation,Intertidal,Intertidal,Ellisolandia elongata,732248,0.25 m2,Coverage,87.5,%
2005-03-25,M-LA11,M-LA11_20050325,HumanObservation,Intertidal,Intertidal,Ellisolandia elongata,732248,0.25 m2,Coverage,7.0,%
2008-05-03,M-LA11,M-LA11_20080503,HumanObservation,Intertidal,Intertidal,Ellisolandia elongata,732248,0.25 m2,Coverage,62.5,%
2011-04-20,M-LA11,M-LA11_20110420,HumanObservation,Intertidal,Intertidal,Ellisolandia elongata,732248,0.25 m2,Coverage,87.5,%
2014-04-18,M-LA11,M-LA11_20140418,HumanObservation,Intertidal,Intertidal,Ellisolandia elongata,732248,0.25 m2,Coverage,62.5,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Ellisolandia elongata,732248,0.25 m2,Coverage,87.5,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Ellisolandia elongata,732248,0.25 m2,Coverage,87.5,%
2002-05-25,M-LA11,M-LA11_20020525,HumanObservation,Intertidal,Intertidal,Lithophyllum incrustans,145152,0.25 m2,Coverage,7.0,%
2005-03-25,M-LA11,M-LA11_20050325,HumanObservation,Intertidal,Intertidal,Lithophyllum incrustans,145152,0.25 m2,Coverage,7.0,%
2008-05-03,M-LA11,M-LA11_20080503,HumanObservation,Intertidal,Intertidal,Lithophyllum incrustans,145152,0.25 m2,Coverage,7.0,%
2011-04-20,M-LA11,M-LA11_20110420,HumanObservation,Intertidal,Intertidal,Lithophyllum incrustans,145152,0.25 m2,Coverage,7.0,%
2014-04-18,M-LA11,M-LA11_20140418,HumanObservation,Intertidal,Intertidal,Lithophyllum incrustans,145152,0.25 m2,Coverage,7.0,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Lithophyllum incrustans,145152,0.25 m2,Coverage,7.0,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Lithophyllum incrustans,145152,0.25 m2,Coverage,87.5,%
2011-04-20,M-LA11,M-LA11_20110420,HumanObservation,Intertidal,Intertidal,Mesophyllum lichenoides,145188,0.25 m2,Coverage,0.1,%
2014-04-18,M-LA11,M-LA11_20140418,HumanObservation,Intertidal,Intertidal,Mesophyllum lichenoides,145188,0.25 m2,Coverage,0.1,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Mesophyllum lichenoides,145188,0.25 m2,Coverage,0.1,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Mesophyllum lichenoides,145188,0.25 m2,Coverage,2.5,%
2002-05-25,M-LA11,M-LA11_20020525,HumanObservation,Intertidal,Intertidal,Rhodymenia pseudopalmata,145855,0.25 m2,Coverage,0.1,%
2008-05-03,M-LA11,M-LA11_20080503,HumanObservation,Intertidal,Intertidal,Rhodymenia pseudopalmata,145855,0.25 m2,Coverage,0.1,%
2008-05-03,M-LA11,M-LA11_20080503,HumanObservation,Intertidal,Intertidal,Ceramiales,860,0.25 m2,Coverage,15.0,%
2011-04-20,M-LA11,M-LA11_20110420,HumanObservation,Intertidal,Intertidal,Ceramiales,860,0.25 m2,Coverage,15.0,%
2014-04-18,M-LA11,M-LA11_20140418,HumanObservation,Intertidal,Intertidal,Ceramiales,860,0.25 m2,Coverage,37.5,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Ceramiales,860,0.25 m2,Coverage,37.5,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Ceramiales,860,0.25 m2,Coverage,37.5,%
2005-03-25,M-LA11,M-LA11_20050325,HumanObservation,Intertidal,Intertidal,Ceramium echionotum,144547,0.25 m2,Coverage,0.1,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Halurus equisetifolius,146345,0.25 m2,Coverage,0.1,%
2005-03-25,M-LA11,M-LA11_20050325,HumanObservation,Intertidal,Intertidal,Mesothamnion caribaeum,526745,0.25 m2,Coverage,15.0,%
2014-04-18,M-LA11,M-LA11_20140418,HumanObservation,Intertidal,Intertidal,Callithamniella flexilis,371336,0.25 m2,Coverage,2.5,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Callithamniella flexilis,371336,0.25 m2,Coverage,2.5,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Callithamniella flexilis,371336,0.25 m2,Coverage,2.5,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Acrosorium ciliolatum,295874,0.25 m2,Coverage,0.1,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Acrosorium ciliolatum,295874,0.25 m2,Coverage,0.1,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Polysiphonia sp.,143853,0.25 m2,Coverage,2.5,%
2014-04-18,M-LA11,M-LA11_20140418,HumanObservation,Intertidal,Intertidal,Polysiphonia atlantica,144608,0.25 m2,Coverage,2.5,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Polysiphonia atlantica,144608,0.25 m2,Coverage,2.5,%
2014-04-18,M-LA11,M-LA11_20140418,HumanObservation,Intertidal,Intertidal,Pterosiphonia sp.,143922,0.25 m2,Coverage,62.5,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Pterosiphonia sp.,143922,0.25 m2,Coverage,37.5,%
2002-05-25,M-LA11,M-LA11_20020525,HumanObservation,Intertidal,Intertidal,Pterosiphonia complanata,146368,0.25 m2,Coverage,0.1,%
2005-03-25,M-LA11,M-LA11_20050325,HumanObservation,Intertidal,Intertidal,Pterosiphonia complanata,146368,0.25 m2,Coverage,0.1,%
2008-05-03,M-LA11,M-LA11_20080503,HumanObservation,Intertidal,Intertidal,Pterosiphonia complanata,146368,0.25 m2,Coverage,87.5,%
2011-04-20,M-LA11,M-LA11_20110420,HumanObservation,Intertidal,Intertidal,Pterosiphonia complanata,146368,0.25 m2,Coverage,62.5,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Pterosiphonia complanata,146368,0.25 m2,Coverage,37.5,%
2002-05-25,M-LA11,M-LA11_20020525,HumanObservation,Intertidal,Intertidal,Chondria coerulescens,1311369,0.25 m2,Coverage,2.5,%
2005-03-25,M-LA11,M-LA11_20050325,HumanObservation,Intertidal,Intertidal,Chondria coerulescens,1311369,0.25 m2,Coverage,0.1,%
2008-05-03,M-LA11,M-LA11_20080503,HumanObservation,Intertidal,Intertidal,Chondria coerulescens,1311369,0.25 m2,Coverage,2.5,%
2011-04-20,M-LA11,M-LA11_20110420,HumanObservation,Intertidal,Intertidal,Chondria coerulescens,1311369,0.25 m2,Coverage,2.5,%
2014-04-18,M-LA11,M-LA11_20140418,HumanObservation,Intertidal,Intertidal,Chondria coerulescens,1311369,0.25 m2,Coverage,2.5,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Chondria coerulescens,1311369,0.25 m2,Coverage,2.5,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Chondria coerulescens,1311369,0.25 m2,Coverage,15.0,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Herposiphonia secunda f. tenella,382517,0.25 m2,Coverage,2.5,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Demospongiae,164811,0.25 m2,Coverage,0.1,%
2002-05-25,M-LA11,M-LA11_20020525,HumanObservation,Intertidal,Intertidal,Hymeniacidon sanguinea,231815,0.25 m2,Coverage,0.1,%
2008-05-03,M-LA11,M-LA11_20080503,HumanObservation,Intertidal,Intertidal,Hymeniacidon sanguinea,231815,0.25 m2,Coverage,0.1,%
2002-05-25,M-LA11,M-LA11_20020525,HumanObservation,Intertidal,Intertidal,Patella intermedia,140680,0.25 m2,Coverage,0.1,%
2008-05-03,M-LA11,M-LA11_20080503,HumanObservation,Intertidal,Intertidal,Patella intermedia,140680,0.25 m2,Coverage,0.1,%
2011-04-20,M-LA11,M-LA11_20110420,HumanObservation,Intertidal,Intertidal,Patella intermedia,140680,0.25 m2,Coverage,0.1,%
2014-04-18,M-LA11,M-LA11_20140418,HumanObservation,Intertidal,Intertidal,Patella intermedia,140680,0.25 m2,Coverage,0.1,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Patella intermedia,140680,0.25 m2,Coverage,15.0,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Patella intermedia,140680,0.25 m2,Coverage,15.0,%
2002-05-25,M-LA11,M-LA11_20020525,HumanObservation,Intertidal,Intertidal,Patella ulyssiponensis,140684,0.25 m2,Coverage,37.5,%
2005-03-25,M-LA11,M-LA11_20050325,HumanObservation,Intertidal,Intertidal,Patella ulyssiponensis,140684,0.25 m2,Coverage,15.0,%
2008-05-03,M-LA11,M-LA11_20080503,HumanObservation,Intertidal,Intertidal,Patella ulyssiponensis,140684,0.25 m2,Coverage,15.0,%
2011-04-20,M-LA11,M-LA11_20110420,HumanObservation,Intertidal,Intertidal,Patella ulyssiponensis,140684,0.25 m2,Coverage,15.0,%
2014-04-18,M-LA11,M-LA11_20140418,HumanObservation,Intertidal,Intertidal,Patella ulyssiponensis,140684,0.25 m2,Coverage,15.0,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Patella ulyssiponensis,140684,0.25 m2,Coverage,15.0,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Patella ulyssiponensis,140684,0.25 m2,Coverage,15.0,%
2008-05-03,M-LA11,M-LA11_20080503,HumanObservation,Intertidal,Intertidal,Mytilus galloprovincialis,140481,0.25 m2,Coverage,2.5,%
2014-04-18,M-LA11,M-LA11_20140418,HumanObservation,Intertidal,Intertidal,Mytilus galloprovincialis,140481,0.25 m2,Coverage,2.5,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Mytilus galloprovincialis,140481,0.25 m2,Coverage,15.0,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Mytilus galloprovincialis,140481,0.25 m2,Coverage,15.0,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Chthamalus sp.,106126,0.25 m2,Coverage,2.5,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Chthamalus sp.,106126,0.25 m2,Coverage,2.5,%
2002-05-25,M-LA11,M-LA11_20020525,HumanObservation,Intertidal,Intertidal,Perforatus perforatus,535477,0.25 m2,Coverage,0.1,%
2005-03-25,M-LA11,M-LA11_20050325,HumanObservation,Intertidal,Intertidal,Perforatus perforatus,535477,0.25 m2,Coverage,2.5,%
2008-05-03,M-LA11,M-LA11_20080503,HumanObservation,Intertidal,Intertidal,Perforatus perforatus,535477,0.25 m2,Coverage,0.1,%
2011-04-20,M-LA11,M-LA11_20110420,HumanObservation,Intertidal,Intertidal,Perforatus perforatus,535477,0.25 m2,Coverage,2.5,%
2014-04-18,M-LA11,M-LA11_20140418,HumanObservation,Intertidal,Intertidal,Perforatus perforatus,535477,0.25 m2,Coverage,0.1,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Perforatus perforatus,535477,0.25 m2,Coverage,2.5,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Perforatus perforatus,535477,0.25 m2,Coverage,0.1,%
2017-06-24,M-LA11,M-LA11_20170624,HumanObservation,Intertidal,Intertidal,Paracentrotus lividus,124316,0.25 m2,Coverage,0.1,%
2020-07-05,M-LA11,M-LA11_20200705,HumanObservation,Intertidal,Intertidal,Paracentrotus lividus,124316,0.25 m2,Coverage,0.1,%
2017-04-29,M-LA21,M-LA21_20170429,HumanObservation,Intertidal,Intertidal,Ulva compressa,234462,0.25 m2,Coverage,2.5,%
2011-04-20,M-LA21,M-LA21_20110420,HumanObservation,Intertidal,Intertidal,Ulva rigida,145990,0.25 m2,Coverage,2.5,%
2014-04-17,M-LA21,M-LA21_20140417,HumanObservation,Intertidal,Intertidal,Ulva rigida,145990,0.25 m2,Coverage,2.5,%
2017-04-29,M-LA21,M-LA21_20170429,HumanObservation,Intertidal,Intertidal,Ulva rigida,145990,0.25 m2,Coverage,2.5,%
2020-09-19,M-LA21,M-LA21_20200919,HumanObservation,Intertidal,Intertidal,Ulva rigida,145990,0.25 m2,Coverage,0.1,%
2017-04-29,M-LA21,M-LA21_20170429,HumanObservation,Intertidal,Intertidal,Cladophora sp.,143996,0.25 m2,Coverage,2.5,%
2020-09-19,M-LA21,M-LA21_20200919,HumanObservation,Intertidal,Intertidal,Cladophora sp.,143996,0.25 m2,Coverage,2.5,%
2002-05-24,M-LA21,M-LA21_20020524,HumanObservation,Intertidal,Intertidal,Cladophora prolifera,145060,0.25 m2,Coverage,0.1,%
2005-03-25,M-LA21,M-LA21_20050325,HumanObservation,Intertidal,Intertidal,Cladophora prolifera,145060,0.25 m2,Coverage,0.1,%
2008-05-03,M-LA21,M-LA21_20080503,HumanObservation,Intertidal,Intertidal,Cladophora prolifera,145060,0.25 m2,Coverage,0.1,%
2011-04-20,M-LA21,M-LA21_20110420,HumanObservation,Intertidal,Intertidal,Cladophora prolifera,145060,0.25 m2,Coverage,2.5,%
2020-09-19,M-LA21,M-LA21_20200919,HumanObservation,Intertidal,Intertidal,Derbesia tenuissima,144464,0.25 m2,Coverage,15.0,%
2020-09-19,M-LA21,M-LA21_20200919,HumanObservation,Intertidal,Intertidal,Codium fragile,145086,0.25 m2,Coverage,0.1,%
2005-03-25,M-LA21,M-LA21_20050325,HumanObservation,Intertidal,Intertidal,Codium tomentosum,145092,0.25 m2,Coverage,0.1,%
2017-04-29,M-LA21,M-LA21_20170429,HumanObservation,Intertidal,Intertidal,Ectocarpales,842,0.25 m2,Coverage,2.5,%
2005-03-25,M-LA21,M-LA21_20050325,HumanObservation,Intertidal,Intertidal,Halopteris scoparia,182742,0.25 m2,Coverage,2.5,%
2008-05-03,M-LA21,M-LA21_20080503,HumanObservation,Intertidal,Intertidal,Halopteris scoparia,182742,0.25 m2,Coverage,0.1,%
2011-04-20,M-LA21,M-LA21_20110420,HumanObservation,Intertidal,Intertidal,Halopteris scoparia,182742,0.25 m2,Coverage,37.5,%
2014-04-17,M-LA21,M-LA21_20140417,HumanObservation,Intertidal,Intertidal,Halopteris scoparia,182742,0.25 m2,Coverage,2.5,%
2017-04-29,M-LA21,M-LA21_20170429,HumanObservation,Intertidal,Intertidal,Halopteris scoparia,182742,0.25 m2,Coverage,2.5,%
2020-09-19,M-LA21,M-LA21_20200919,HumanObservation,Intertidal,Intertidal,Halopteris scoparia,182742,0.25 m2,Coverage,2.5,%
2017-04-29,M-LA21,M-LA21_20170429,HumanObservation,Intertidal,Intertidal,Zanardinia typus,548016,0.25 m2,Coverage,0.1,%
2005-03-25,M-LA21,M-LA21_20050325,HumanObservation,Intertidal,Intertidal,Asparagopsis armata,144438,0.25 m2,Coverage,0.1,%
2008-05-03,M-LA21,M-LA21_20080503,HumanObservation,Intertidal,Intertidal,Asparagopsis armata,144438,0.25 m2,Coverage,0.1,%
2011-04-20,M-LA21,M-LA21_20110420,HumanObservation,Intertidal,Intertidal,Asparagopsis armata,144438,0.25 m2,Coverage,2.5,%
2014-04-17,M-LA21,M-LA21_20140417,HumanObservation,Intertidal,Intertidal,Asparagopsis armata,144438,0.25 m2,Coverage,2.5,%
2017-04-29,M-LA21,M-LA21_20170429,HumanObservation,Intertidal,Intertidal,Asparagopsis armata,144438,0.25 m2,Coverage,0.1,%
2017-04-29,M-LA21,M-LA21_20170429,HumanObservation,Intertidal,Intertidal,Bonnemaisonia sp.,143810,0.25 m2,Coverage,2.5,%
2005-03-25,M-LA21,M-LA21_20050325,HumanObservation,Intertidal,Intertidal,Bonnemaisonia hamifera,144442,0.25 m2,Coverage,0.1,%
2011-04-20,M-LA21,M-LA21_20110420,HumanObservation,Intertidal,Intertidal,Bonnemaisonia hamifera,144442,0.25 m2,Coverage,2.5,%
2014-04-17,M-LA21,M-LA21_20140417,HumanObservation,Intertidal,Intertidal,Bonnemaisonia hamifera,144442,0.25 m2,Coverage,0.1,%
2005-03-25,M-LA21,M-LA21_20050325,HumanObservation,Intertidal,Intertidal,Falkenbergia rufolanosa,295877,0.25 m2,Coverage,2.5,%
2008-05-03,M-LA21,M-LA21_20080503,HumanObservation,Intertidal,Intertidal,Falkenbergia rufolanosa,295877,0.25 m2,Coverage,2.5,%
2011-04-20,M-LA21,M-LA21_20110420,HumanObservation,Intertidal,Intertidal,Falkenbergia rufolanosa,295877,0.25 m2,Coverage,37.5,%
2014-04-17,M-LA21,M-LA21_20140417,HumanObservation,Intertidal,Intertidal,Falkenbergia rufolanosa,295877,0.25 m2,Coverage,37.5,%
2017-04-29,M-LA21,M-LA21_20170429,HumanObservation,Intertidal,Intertidal,Falkenbergia rufolanosa,295877,0.25 m2,Coverage,37.5,%
2002-05-24,M-LA21,M-LA21_20020524,HumanObservation,Intertidal,Intertidal,Gelidium sesquipedale,381396,0.25 m2,Coverage,87.5,%
2005-03-25,M-LA21,M-LA21_20050325,HumanObservation,Intertidal,Intertidal,Gelidium sesquipedale,381396,0.25 m2,Coverage,87.5,%
2008-05-03,M-LA21,M-LA21_20080503,HumanObservation,Intertidal,Intertidal,Gelidium corneum,145579,0.25 m2,Coverage,37.5,%
2011-04-20,M-LA21,M-LA21_20110420,HumanObservation,Intertidal,Intertidal,Gelidium corneum,145579,0.25 m2,Coverage,37.5,%
2014-04-17,M-LA21,M-LA21_20140417,HumanObservation,Intertidal,Intertidal,Gelidium corneum,145579,0.25 m2,Coverage,37.5,%
2017-04-29,M-LA21,M-LA21_20170429,HumanObservation,Intertidal,Intertidal,Gelidium corneum,145579,0.25 m2,Coverage,15.0,%
2020-09-19,M-LA21,M-LA21_20200919,HumanObservation,Intertidal,Intertidal,Gelidium corneum,145579,0.25 m2,Coverage,37.5,%
2017-04-29,M-LA21,M-LA21_20170429,HumanObservation,Intertidal,Intertidal,Gelidium spinosum,145594,0.25 m2,Coverage,15.0,%
2020-09-19,M-LA21,M-LA21_20200919,HumanObservation,Intertidal,Intertidal,Gelidium spinosum,145594,0.25 m2,Coverage,37.5,%
2017-04-29,M-LA21,M-LA21_20170429,HumanObservation,Intertidal,Intertidal,Pterocladiella capillacea,145599,0.25 m2,Coverage,15.0,%
2020-09-19,M-LA21,M-LA21_20200919,HumanObservation,Intertidal,Intertidal,Hypnea musciformis,145634,0.25 m2,Coverage,37.5,%
2002-05-24,M-LA21,M-LA21_20020524,HumanObservation,Intertidal,Intertidal,Plocamium cartilagineum,145782,0.25 m2,Coverage,2.5,%
2005-03-25,M-LA21,M-LA21_20050325,HumanObservation,Intertidal,Intertidal,Plocamium cartilagineum,145782,0.25 m2,Coverage,2.5,%
2008-05-03,M-LA21,M-LA21_20080503,HumanObservation,Intertidal,Intertidal,Plocamium cartilagineum,145782,0.25 m2,Coverage,2.5,%
2011-04-20,M-LA21,M-LA21_20110420,HumanObservation,Intertidal,Intertidal,Plocamium cartilagineum,145782,0.25 m2,Coverage,2.5,%
2014-04-17,M-LA21,M-LA21_20140417,HumanObservation,Intertidal,Intertidal,Plocamium cartilagineum,145782,0.25 m2,Coverage,0.1,%
2017-04-29,M-LA21,M-LA21_20170429,HumanObservation,Intertidal,Intertidal,Plocamium cartilagineum,145782,0.25 m2,Coverage,15.0,%
2020-09-19,M-LA21,M-LA21_20200919,HumanObservation,Intertidal,Intertidal,Plocamium cartilagineum,145782,0.25 m2,Coverage,0.1,%
2002-05-24,M-LA21,M-LA21_20020524,HumanObservation,Intertidal,Intertidal,Ellisolandia elongata,732248,0.25 m2,Coverage,15.0,%
2005-03-25,M-LA21,M-LA21_20050325,HumanObservation,Intertidal,Intertidal,Ellisolandia elongata,732248,0.25 m2,Coverage,15.0,%
2008-05-03,M-LA21,M-LA21_20080503,HumanObservation,Intertidal,Intertidal,Ellisolandia elongata,732248,0.25 m2,Coverage,15.0,%
2011-04-20,M-LA21,M-LA21_20110420,HumanObservation,Intertidal,Intertidal,Ellisolandia elongata,732248,0.25 m2,Coverage,37.5,%
2014-04-17,M-LA21,M-LA21_20140417,HumanObservation,Intertidal,Intertidal,Ellisolandia elongata,732248,0.25 m2,Coverage,37.5,%
2017-04-29,M-LA21,M-LA21_20170429,HumanObservation,Intertidal,Intertidal,Ellisolandia elongata,732248,0.25 m2,Coverage,62.5,%
2020-09-19,M-LA21,M-LA21_20200919,HumanObservation,Intertidal,Intertidal,Ellisolandia elongata,732248,0.25 m2,Coverage,87.5,%
2011-04-20,M-LA21,M-LA21_20110420,HumanObservation,Intertidal,Intertidal,Jania rubens,145130,0.25 m2,Coverage,15.0,%
2014-04-17,M-LA21,M-LA21_20140417,HumanObservation,Intertidal,Intertidal,Jania rubens,145130,0.25 m2,Coverage,2.5,%
2017-04-29,M-LA21,M-LA21_20170429,HumanObservation,Intertidal,Intertidal,Jania rubens,145130,0.25 m2,Coverage,15.0,%
2020-09-19,M-LA21,M-LA21_20200919,HumanObservation,Intertidal,Intertidal,Jania rubens,145130,0.25 m2,Coverage,15.0,%
2002-05-24,M-LA21,M-LA21_20020524,HumanObservation,Intertidal,Intertidal,Lithophyllum incrustans,145152,0.25 m2,Coverage,37.5,%
2005-03-25,M-LA21,M-LA21_20050325,HumanObservation,Intertidal,Intertidal,Lithophyllum incrustans,145152,0.25 m2,Coverage,37.5,%
