datecollected,siteid,sampleid,basisofrecord,minimumdepthinmeters,maximumdepthinmeters,taxaname,taxanameid,samplingeffort,parameter,parameter_value,parameter_standardunit
2009-01-26,E-B7,E-B7_20090126,MaterialSample,Intertidal,Intertidal,Streblospio shrubsolii,131193,0.25 m2 * 3,Abundance,129.33,Ind/m2
2010-01-19,E-B7,E-B7_20100119,MaterialSample,Intertidal,Intertidal,Streblospio shrubsolii,131193,0.25 m2 * 3,Abundance,12.0,Ind/m2
2011-02-01,E-B7,E-B7_20110201,MaterialSample,Intertidal,Intertidal,Streblospio shrubsolii,131193,0.25 m2 * 3,Abundance,2.67,Ind/m2
2014-02-05,E-B7,E-B7_20140205,MaterialSample,Intertidal,Intertidal,Streblospio shrubsolii,131193,0.25 m2 * 3,Abundance,8.0,Ind/m2
2015-02-10,E-B7,E-B7_20150210,MaterialSample,Intertidal,Intertidal,Streblospio shrubsolii,131193,0.25 m2 * 3,Abundance,1.33,Ind/m2
2016-01-28,E-B7,E-B7_20160128,MaterialSample,Intertidal,Intertidal,Streblospio shrubsolii,131193,0.25 m2 * 3,Abundance,37.0,Ind/m2
2017-02-02,E-B7,E-B7_20170202,MaterialSample,Intertidal,Intertidal,Streblospio shrubsolii,131193,0.25 m2 * 3,Abundance,32.0,Ind/m2
2020-01-29,E-B7,E-B7_20200129,MaterialSample,Intertidal,Intertidal,Streblospio eunateae,1418669,0.25 m2 * 3,Abundance,3.0,Ind/m2
2021-01-25,E-B7,E-B7_20210125,MaterialSample,Intertidal,Intertidal,Streblospio eunateae,1418669,0.25 m2 * 3,Abundance,4.0,Ind/m2
2022-01-31,E-B7,E-B7_20220131,MaterialSample,Intertidal,Intertidal,Streblospio eunateae,1418669,0.25 m2 * 3,Abundance,4.0,Ind/m2
2012-02-27,E-B7,E-B7_20120227,MaterialSample,Intertidal,Intertidal,Magelona johnstoni,130269,0.25 m2 * 3,Abundance,2.67,Ind/m2
2002-02-13,E-B7,E-B7_20020213,MaterialSample,Intertidal,Intertidal,Spiochaetopterus costarum,129922,0.25 m2 * 3,Abundance,1.33,Ind/m2
2002-02-13,E-B7,E-B7_20020213,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,1.33,Ind/m2
2004-02-11,E-B7,E-B7_20040211,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,2.67,Ind/m2
2005-02-16,E-B7,E-B7_20050216,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,13.33,Ind/m2
2006-02-27,E-B7,E-B7_20060227,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,17.33,Ind/m2
2007-02-21,E-B7,E-B7_20070221,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,1.33,Ind/m2
2008-01-14,E-B7,E-B7_20080114,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,7.0,Ind/m2
2011-02-01,E-B7,E-B7_20110201,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,9.33,Ind/m2
2014-02-05,E-B7,E-B7_20140205,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,13.0,Ind/m2
2016-01-28,E-B7,E-B7_20160128,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,4.0,Ind/m2
2017-02-02,E-B7,E-B7_20170202,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,39.0,Ind/m2
2019-02-11,E-B7,E-B7_20190211,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,1.0,Ind/m2
2020-01-29,E-B7,E-B7_20200129,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,12.0,Ind/m2
2021-01-25,E-B7,E-B7_20210125,MaterialSample,Intertidal,Intertidal,Capitella capitata,129876,0.25 m2 * 3,Abundance,5.0,Ind/m2
2002-02-13,E-B7,E-B7_20020213,MaterialSample,Intertidal,Intertidal,Heteromastus filiformis,129884,0.25 m2 * 3,Abundance,46.67,Ind/m2
2003-03-04,E-B7,E-B7_20030304,MaterialSample,Intertidal,Intertidal,Heteromastus filiformis,129884,0.25 m2 * 3,Abundance,2.67,Ind/m2
2004-02-11,E-B7,E-B7_20040211,MaterialSample,Intertidal,Intertidal,Heteromastus filiformis,129884,0.25 m2 * 3,Abundance,305.33,Ind/m2
2005-02-16,E-B7,E-B7_20050216,MaterialSample,Intertidal,Intertidal,Heteromastus filiformis,129884,0.25 m2 * 3,Abundance,36.0,Ind/m2
2006-02-27,E-B7,E-B7_20060227,MaterialSample,Intertidal,Intertidal,Heteromastus filiformis,129884,0.25 m2 * 3,Abundance,405.33,Ind/m2
2007-02-21,E-B7,E-B7_20070221,MaterialSample,Intertidal,Intertidal,Heteromastus filiformis,129884,0.25 m2 * 3,Abundance,5.33,Ind/m2
2008-01-14,E-B7,E-B7_20080114,MaterialSample,Intertidal,Intertidal,Heteromastus filiformis,129884,0.25 m2 * 3,Abundance,43.0,Ind/m2
2009-01-26,E-B7,E-B7_20090126,MaterialSample,Intertidal,Intertidal,Heteromastus filiformis,129884,0.25 m2 * 3,Abundance,6.67,Ind/m2
2016-01-28,E-B7,E-B7_20160128,MaterialSample,Intertidal,Intertidal,Heteromastus filiformis,129884,0.25 m2 * 3,Abundance,113.0,Ind/m2
2017-02-02,E-B7,E-B7_20170202,MaterialSample,Intertidal,Intertidal,Heteromastus filiformis,129884,0.25 m2 * 3,Abundance,31.0,Ind/m2
2019-02-11,E-B7,E-B7_20190211,MaterialSample,Intertidal,Intertidal,Heteromastus filiformis,129884,0.25 m2 * 3,Abundance,1.0,Ind/m2
2022-01-31,E-B7,E-B7_20220131,MaterialSample,Intertidal,Intertidal,Heteromastus filiformis,129884,0.25 m2 * 3,Abundance,1.0,Ind/m2
2002-02-13,E-B7,E-B7_20020213,MaterialSample,Intertidal,Intertidal,Lagis koreni,152367,0.25 m2 * 3,Abundance,1.33,Ind/m2
2005-02-16,E-B7,E-B7_20050216,MaterialSample,Intertidal,Intertidal,Lagis koreni,152367,0.25 m2 * 3,Abundance,1.33,Ind/m2
2002-02-13,E-B7,E-B7_20020213,MaterialSample,Intertidal,Intertidal,Alkmaria romijni,129769,0.25 m2 * 3,Abundance,41.33,Ind/m2
2004-02-11,E-B7,E-B7_20040211,MaterialSample,Intertidal,Intertidal,Alkmaria romijni,129769,0.25 m2 * 3,Abundance,69.33,Ind/m2
2005-02-16,E-B7,E-B7_20050216,MaterialSample,Intertidal,Intertidal,Alkmaria romijni,129769,0.25 m2 * 3,Abundance,2.67,Ind/m2
2006-02-27,E-B7,E-B7_20060227,MaterialSample,Intertidal,Intertidal,Alkmaria romijni,129769,0.25 m2 * 3,Abundance,77.33,Ind/m2
2007-02-21,E-B7,E-B7_20070221,MaterialSample,Intertidal,Intertidal,Alkmaria romijni,129769,0.25 m2 * 3,Abundance,9.33,Ind/m2
2008-01-14,E-B7,E-B7_20080114,MaterialSample,Intertidal,Intertidal,Alkmaria romijni,129769,0.25 m2 * 3,Abundance,233.0,Ind/m2
2009-01-26,E-B7,E-B7_20090126,MaterialSample,Intertidal,Intertidal,Alkmaria romijni,129769,0.25 m2 * 3,Abundance,329.33,Ind/m2
2016-01-28,E-B7,E-B7_20160128,MaterialSample,Intertidal,Intertidal,Alkmaria romijni,129769,0.25 m2 * 3,Abundance,13.0,Ind/m2
2017-02-02,E-B7,E-B7_20170202,MaterialSample,Intertidal,Intertidal,Alkmaria romijni,129769,0.25 m2 * 3,Abundance,3.0,Ind/m2
2019-02-11,E-B7,E-B7_20190211,MaterialSample,Intertidal,Intertidal,Alkmaria romijni,129769,0.25 m2 * 3,Abundance,1.0,Ind/m2
2020-01-29,E-B7,E-B7_20200129,MaterialSample,Intertidal,Intertidal,Alkmaria romijni,129769,0.25 m2 * 3,Abundance,11.0,Ind/m2
2002-02-13,E-B7,E-B7_20020213,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,6.67,Ind/m2
2004-02-11,E-B7,E-B7_20040211,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,26.67,Ind/m2
2005-02-16,E-B7,E-B7_20050216,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,56.0,Ind/m2
2006-02-27,E-B7,E-B7_20060227,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,82.67,Ind/m2
2007-02-21,E-B7,E-B7_20070221,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,25.33,Ind/m2
2008-01-14,E-B7,E-B7_20080114,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,8.0,Ind/m2
2009-01-26,E-B7,E-B7_20090126,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,318.67,Ind/m2
2010-01-19,E-B7,E-B7_20100119,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,12.0,Ind/m2
2011-02-01,E-B7,E-B7_20110201,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,14.67,Ind/m2
2012-02-27,E-B7,E-B7_20120227,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,1.33,Ind/m2
2013-02-04,E-B7,E-B7_20130204,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,6.67,Ind/m2
2014-02-05,E-B7,E-B7_20140205,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,1.0,Ind/m2
2015-02-10,E-B7,E-B7_20150210,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,4.0,Ind/m2
2016-01-28,E-B7,E-B7_20160128,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,5.0,Ind/m2
2017-02-02,E-B7,E-B7_20170202,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,80.0,Ind/m2
2019-02-11,E-B7,E-B7_20190211,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,1.0,Ind/m2
2020-01-29,E-B7,E-B7_20200129,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,12.0,Ind/m2
2021-01-25,E-B7,E-B7_20210125,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,15.0,Ind/m2
2022-01-31,E-B7,E-B7_20220131,MaterialSample,Intertidal,Intertidal,Oligochaeta,2036,0.25 m2 * 3,Abundance,1.0,Ind/m2
2002-02-13,E-B7,E-B7_20020213,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,2.67,Ind/m2
2004-02-11,E-B7,E-B7_20040211,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,10.67,Ind/m2
2005-02-16,E-B7,E-B7_20050216,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,9.33,Ind/m2
2006-02-27,E-B7,E-B7_20060227,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,1.33,Ind/m2
2007-02-21,E-B7,E-B7_20070221,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,26.67,Ind/m2
2008-01-14,E-B7,E-B7_20080114,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,9.0,Ind/m2
2009-01-26,E-B7,E-B7_20090126,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,20.0,Ind/m2
2010-01-19,E-B7,E-B7_20100119,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,2.67,Ind/m2
2011-02-01,E-B7,E-B7_20110201,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,64.0,Ind/m2
2012-02-27,E-B7,E-B7_20120227,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,82.67,Ind/m2
2013-02-04,E-B7,E-B7_20130204,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,24.0,Ind/m2
2014-02-05,E-B7,E-B7_20140205,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,65.0,Ind/m2
2015-02-10,E-B7,E-B7_20150210,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,665.33,Ind/m2
2016-01-28,E-B7,E-B7_20160128,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,57.0,Ind/m2
2017-02-02,E-B7,E-B7_20170202,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,845.0,Ind/m2
2018-01-23,E-B7,E-B7_20180123,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,1071.0,Ind/m2
2019-02-11,E-B7,E-B7_20190211,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,1149.0,Ind/m2
2020-01-29,E-B7,E-B7_20200129,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,4583.0,Ind/m2
2021-01-25,E-B7,E-B7_20210125,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,796.0,Ind/m2
2022-01-31,E-B7,E-B7_20220131,MaterialSample,Intertidal,Intertidal,Peringia ulvae,151628,0.25 m2 * 3,Abundance,232.0,Ind/m2
2017-02-02,E-B7,E-B7_20170202,MaterialSample,Intertidal,Intertidal,Myosotella myosotis,139673,0.25 m2 * 3,Abundance,1.0,Ind/m2
2005-02-16,E-B7,E-B7_20050216,MaterialSample,Intertidal,Intertidal,Cerastoderma sp.,137735,0.25 m2 * 3,Abundance,1.33,Ind/m2
2008-01-14,E-B7,E-B7_20080114,MaterialSample,Intertidal,Intertidal,Cerastoderma sp.,137735,0.25 m2 * 3,Abundance,1.0,Ind/m2
2004-02-11,E-B7,E-B7_20040211,MaterialSample,Intertidal,Intertidal,Cerastoderma edule,138998,0.25 m2 * 3,Abundance,1.33,Ind/m2
2008-01-14,E-B7,E-B7_20080114,MaterialSample,Intertidal,Intertidal,Cerastoderma edule,138998,0.25 m2 * 3,Abundance,1.0,Ind/m2
2015-02-10,E-B7,E-B7_20150210,MaterialSample,Intertidal,Intertidal,Cerastoderma edule,138998,0.25 m2 * 3,Abundance,1.33,Ind/m2
2017-02-02,E-B7,E-B7_20170202,MaterialSample,Intertidal,Intertidal,Cerastoderma edule,138998,0.25 m2 * 3,Abundance,4.0,Ind/m2
2018-01-23,E-B7,E-B7_20180123,MaterialSample,Intertidal,Intertidal,Cerastoderma edule,138998,0.25 m2 * 3,Abundance,9.0,Ind/m2
2020-01-29,E-B7,E-B7_20200129,MaterialSample,Intertidal,Intertidal,Cerastoderma edule,138998,0.25 m2 * 3,Abundance,11.0,Ind/m2
2022-01-31,E-B7,E-B7_20220131,MaterialSample,Intertidal,Intertidal,Cerastoderma edule,138998,0.25 m2 * 3,Abundance,1.0,Ind/m2
2008-01-14,E-B7,E-B7_20080114,MaterialSample,Intertidal,Intertidal,Cerastoderma lamarcki,146788,0.25 m2 * 3,Abundance,1.0,Ind/m2
2018-01-23,E-B7,E-B7_20180123,MaterialSample,Intertidal,Intertidal,Cerastoderma glaucum,138999,0.25 m2 * 3,Abundance,1.0,Ind/m2
2020-01-29,E-B7,E-B7_20200129,MaterialSample,Intertidal,Intertidal,Cerastoderma glaucum,138999,0.25 m2 * 3,Abundance,1.0,Ind/m2
2002-02-13,E-B7,E-B7_20020213,MaterialSample,Intertidal,Intertidal,Parvicardium scabrum,139012,0.25 m2 * 3,Abundance,2.67,Ind/m2
2015-02-10,E-B7,E-B7_20150210,MaterialSample,Intertidal,Intertidal,Parvicardium scabrum,139012,0.25 m2 * 3,Abundance,4.0,Ind/m2
2018-01-23,E-B7,E-B7_20180123,MaterialSample,Intertidal,Intertidal,Parvicardium scabrum,139012,0.25 m2 * 3,Abundance,1.0,Ind/m2
2019-02-11,E-B7,E-B7_20190211,MaterialSample,Intertidal,Intertidal,Parvicardium pinnulatum,181343,0.25 m2 * 3,Abundance,1.0,Ind/m2
2002-02-13,E-B7,E-B7_20020213,MaterialSample,Intertidal,Intertidal,Solen marginatus,141546,0.25 m2 * 3,Abundance,1.33,Ind/m2
2002-02-13,E-B7,E-B7_20020213,MaterialSample,Intertidal,Intertidal,Abra prismatica,141436,0.25 m2 * 3,Abundance,1.33,Ind/m2
2002-02-13,E-B7,E-B7_20020213,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,14.67,Ind/m2
2003-03-04,E-B7,E-B7_20030304,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,36.0,Ind/m2
2004-02-11,E-B7,E-B7_20040211,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,517.33,Ind/m2
2005-02-16,E-B7,E-B7_20050216,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,22.67,Ind/m2
2006-02-27,E-B7,E-B7_20060227,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,178.67,Ind/m2
2007-02-21,E-B7,E-B7_20070221,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,302.67,Ind/m2
2008-01-14,E-B7,E-B7_20080114,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,123.0,Ind/m2
2009-01-26,E-B7,E-B7_20090126,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,308.0,Ind/m2
2010-01-19,E-B7,E-B7_20100119,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,4.0,Ind/m2
2011-02-01,E-B7,E-B7_20110201,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,33.33,Ind/m2
2012-02-27,E-B7,E-B7_20120227,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,1.33,Ind/m2
2014-02-05,E-B7,E-B7_20140205,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,20.0,Ind/m2
2015-02-10,E-B7,E-B7_20150210,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,36.0,Ind/m2
2016-01-28,E-B7,E-B7_20160128,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,37.0,Ind/m2
2017-02-02,E-B7,E-B7_20170202,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,20.0,Ind/m2
2018-01-23,E-B7,E-B7_20180123,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,17.0,Ind/m2
2019-02-11,E-B7,E-B7_20190211,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,65.0,Ind/m2
2020-01-29,E-B7,E-B7_20200129,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,99.0,Ind/m2
2021-01-25,E-B7,E-B7_20210125,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,11.0,Ind/m2
2022-01-31,E-B7,E-B7_20220131,MaterialSample,Intertidal,Intertidal,Scrobicularia plana,141424,0.25 m2 * 3,Abundance,3.0,Ind/m2
2007-02-21,E-B7,E-B7_20070221,MaterialSample,Intertidal,Intertidal,Tapes sp.,138645,0.25 m2 * 3,Abundance,2.67,Ind/m2
2008-01-14,E-B7,E-B7_20080114,MaterialSample,Intertidal,Intertidal,Tapes sp.,138645,0.25 m2 * 3,Abundance,1.0,Ind/m2
2010-01-19,E-B7,E-B7_20100119,MaterialSample,Intertidal,Intertidal,Tapes sp.,138645,0.25 m2 * 3,Abundance,2.67,Ind/m2
2011-02-01,E-B7,E-B7_20110201,MaterialSample,Intertidal,Intertidal,Tapes sp.,138645,0.25 m2 * 3,Abundance,1.33,Ind/m2
2012-02-27,E-B7,E-B7_20120227,MaterialSample,Intertidal,Intertidal,Tapes sp.,138645,0.25 m2 * 3,Abundance,2.67,Ind/m2
2013-02-04,E-B7,E-B7_20130204,MaterialSample,Intertidal,Intertidal,Tapes sp.,138645,0.25 m2 * 3,Abundance,4.0,Ind/m2
2014-02-05,E-B7,E-B7_20140205,MaterialSample,Intertidal,Intertidal,Tapes sp.,138645,0.25 m2 * 3,Abundance,28.0,Ind/m2
2015-02-10,E-B7,E-B7_20150210,MaterialSample,Intertidal,Intertidal,Tapes sp.,138645,0.25 m2 * 3,Abundance,28.0,Ind/m2
2006-02-27,E-B7,E-B7_20060227,MaterialSample,Intertidal,Intertidal,Ruditapes philippinarum,231750,0.25 m2 * 3,Abundance,1.33,Ind/m2
2009-01-26,E-B7,E-B7_20090126,MaterialSample,Intertidal,Intertidal,Ruditapes philippinarum,231750,0.25 m2 * 3,Abundance,2.67,Ind/m2
2014-02-05,E-B7,E-B7_20140205,MaterialSample,Intertidal,Intertidal,Ruditapes philippinarum,231750,0.25 m2 * 3,Abundance,1.0,Ind/m2
2017-02-02,E-B7,E-B7_20170202,MaterialSample,Intertidal,Intertidal,Ruditapes philippinarum,231750,0.25 m2 * 3,Abundance,3.0,Ind/m2
2002-02-13,E-B7,E-B7_20020213,MaterialSample,Intertidal,Intertidal,Ruditapes decussatus,231749,0.25 m2 * 3,Abundance,2.67,Ind/m2
2010-01-19,E-B7,E-B7_20100119,MaterialSample,Intertidal,Intertidal,Ruditapes decussatus,231749,0.25 m2 * 3,Abundance,2.67,Ind/m2
2011-02-01,E-B7,E-B7_20110201,MaterialSample,Intertidal,Intertidal,Ruditapes decussatus,231749,0.25 m2 * 3,Abundance,1.33,Ind/m2
2013-02-04,E-B7,E-B7_20130204,MaterialSample,Intertidal,Intertidal,Ruditapes decussatus,231749,0.25 m2 * 3,Abundance,1.33,Ind/m2
2014-02-05,E-B7,E-B7_20140205,MaterialSample,Intertidal,Intertidal,Ruditapes decussatus,231749,0.25 m2 * 3,Abundance,4.0,Ind/m2
2015-02-10,E-B7,E-B7_20150210,MaterialSample,Intertidal,Intertidal,Ruditapes decussatus,231749,0.25 m2 * 3,Abundance,2.67,Ind/m2
2018-01-23,E-B7,E-B7_20180123,MaterialSample,Intertidal,Intertidal,Ruditapes decussatus,231749,0.25 m2 * 3,Abundance,3.0,Ind/m2
2019-02-11,E-B7,E-B7_20190211,MaterialSample,Intertidal,Intertidal,Ruditapes decussatus,231749,0.25 m2 * 3,Abundance,3.0,Ind/m2
2021-01-25,E-B7,E-B7_20210125,MaterialSample,Intertidal,Intertidal,Ruditapes decussatus,231749,0.25 m2 * 3,Abundance,9.0,Ind/m2
2022-01-31,E-B7,E-B7_20220131,MaterialSample,Intertidal,Intertidal,Ruditapes decussatus,231749,0.25 m2 * 3,Abundance,5.0,Ind/m2
2017-02-02,E-B7,E-B7_20170202,MaterialSample,Intertidal,Intertidal,Ruditapes sp.,231748,0.25 m2 * 3,Abundance,3.0,Ind/m2
2018-01-23,E-B7,E-B7_20180123,MaterialSample,Intertidal,Intertidal,Ruditapes sp.,231748,0.25 m2 * 3,Abundance,17.0,Ind/m2
2019-02-11,E-B7,E-B7_20190211,MaterialSample,Intertidal,Intertidal,Ruditapes sp.,231748,0.25 m2 * 3,Abundance,1.0,Ind/m2
2020-01-29,E-B7,E-B7_20200129,MaterialSample,Intertidal,Intertidal,Ruditapes sp.,231748,0.25 m2 * 3,Abundance,1.0,Ind/m2
2021-01-25,E-B7,E-B7_20210125,MaterialSample,Intertidal,Intertidal,Ruditapes sp.,231748,0.25 m2 * 3,Abundance,12.0,Ind/m2
2009-01-26,E-B7,E-B7_20090126,MaterialSample,Intertidal,Intertidal,MYSIDA,149668,0.25 m2 * 3,Abundance,1.33,Ind/m2
2018-01-23,E-B7,E-B7_20180123,MaterialSample,Intertidal,Intertidal,Paragnathia formica,119001,0.25 m2 * 3,Abundance,9.0,Ind/m2
2002-02-13,E-B7,E-B7_20020213,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,32.0,Ind/m2
2003-03-04,E-B7,E-B7_20030304,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,12.0,Ind/m2
2004-02-11,E-B7,E-B7_20040211,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,28.0,Ind/m2
2005-02-16,E-B7,E-B7_20050216,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,98.67,Ind/m2
2006-02-27,E-B7,E-B7_20060227,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,46.67,Ind/m2
2007-02-21,E-B7,E-B7_20070221,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,38.67,Ind/m2
2008-01-14,E-B7,E-B7_20080114,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,5.0,Ind/m2
2009-01-26,E-B7,E-B7_20090126,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,54.67,Ind/m2
2010-01-19,E-B7,E-B7_20100119,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,5.33,Ind/m2
2012-02-27,E-B7,E-B7_20120227,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,1.33,Ind/m2
2013-02-04,E-B7,E-B7_20130204,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,2.67,Ind/m2
2014-02-05,E-B7,E-B7_20140205,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,28.0,Ind/m2
2015-02-10,E-B7,E-B7_20150210,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,82.67,Ind/m2
2016-01-28,E-B7,E-B7_20160128,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,124.0,Ind/m2
2017-02-02,E-B7,E-B7_20170202,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,437.0,Ind/m2
2018-01-23,E-B7,E-B7_20180123,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,108.0,Ind/m2
2019-02-11,E-B7,E-B7_20190211,MaterialSample,Intertidal,Intertidal,Cyathura carinata,118474,0.25 m2 * 3,Abundance,203.0,Ind/m2
